縣市,案名,狀態,動工日期,(預計)完工日期,戶數,樓數,地址,Latitude,Longitude
高雄市,[高雄] 岡山社宅,興建中,112/4/28,"115/12/31	",625,1,高雄市岡山區27、820,22.8016472,120.2858846
高雄市,[高雄] 亞灣社宅一期,興建中,112/8/3,116/6/30,634,1,前鎮區獅甲段二小段580,22.6057253,120.308608
高雄市,[高雄] 清豐安居,興建中,111/12/27,116/1/12,1594,1,楠梓區清豐段162,22.7175372,120.3031871
高雄市,[高雄] 仁武安居,興建中,111/7/26,114/8/31,340,1,仁武區仁營段663,22.7057951,120.3423604
高雄市,[高雄] 福山安居,興建中,111/9/1,114/10/30,220,1,813高雄市左營區華夏路1637號,22.6889367,120.3168091
高雄市,[高雄] 崇實安居,興建中,110/11/15,114/6/5,859,1,813高雄市左營區813,22.6877358,120.2916524
高雄市,[高雄] 永清安居A,興建中,113/6/13,117/3/31,798,1,813高雄市左營區海功路40巷18弄10號,22.694575,120.2988
高雄市,[高雄] 永清安居B,興建中,113/6/13,117/3/31,402,1,813高雄市左營區海功路40巷6弄6號,22.6968532,120.2985798
高雄市,[高雄] 永清安居C,待開工,115/4/30,118/1/31,442,1,813高雄市左營區左營大路657巷10弄11號,22.6931901,120.2983853
高雄市,[高雄] 左營區機20都市更新案,待開工,116/3/25,122/3/24,71,1,高雄市左營區菜公段一小段573,22.6733546,120.3088099
高雄市,[高雄] 前鎮區獅甲段二小段586地號,待開工,117/6/30,122/10/31,650,1,806高雄市前鎮區成功二路8 號,22.600594,120.3032322
高雄市,[高雄] 橋新安居A,待開工,115/2/27,118/1/31,286,1,825高雄市橋頭區,22.7539012,120.3089541
高雄市,[高雄] 橋新安居B,待開工,115/1/19,118/5/12,505,1,825高雄市橋頭區,22.7539012,120.3089541
